期号,日期,中奖号码 1,2,3,4,5,超級球,上期出现号码,小,大,单数,双数,1-10,11-20,21-30,31-40,41-50,51-60,61-70,71-80,一奖 中奖注数,一奖 每注奖金,二奖 中奖注数,二奖 每注奖金,三奖 中奖注数,三奖 每注奖金,四奖 中奖注数,四奖 每注奖金,五奖 中奖注数,五奖 每注奖金,六奖 中奖注数,六奖 每注奖金,七奖 中奖注数,七奖 每注奖金,八奖 中奖注数,八奖 每注奖金,九奖 中奖注数,九奖 每注奖金
10/13/2023,2023-10-13,6,18,44,46,68,18,46,2,3,0,5,1,1,0,0,2,0,1,0,0,0.00,0,0.00,9,10000.00,241,500.00,702,200.00,17217,10.00,15907,10.00,121504,4.00,293789,2.00
10/10/2023,2023-10-10,3,8,17,46,63,7,46,3,2,3,2,2,1,0,0,1,0,1,0,0,0.00,1,1000000.00,17,10000.00,344,500.00,1041,200.00,23142,10.00,22201,10.00,160084,4.00,354350,2.00
10/6/2023,2023-10-06,12,24,46,57,66,22,,2,3,1,4,0,1,1,0,1,1,1,0,1,360000000.00,4,1000000.00,22,10000.00,422,500.00,1077,200.00,27929,10.00,23919,10.00,191336,4.00,469139,2.00
10/3/2023,2023-10-03,3,19,32,39,59,24,,3,2,4,1,1,1,0,2,0,1,0,0,0,0.00,0,0.00,23,10000.00,396,500.00,1110,200.00,27505,10.00,23234,10.00,179786,4.00,430032,2.00
9/29/2023,2023-09-29,18,40,47,55,64,11,,1,4,2,3,0,1,0,1,1,1,1,0,0,0.00,2,1000000.00,8,10000.00,310,500.00,944,200.00,20599,10.00,19963,10.00,161723,4.00,417295,2.00
9/26/2023,2023-09-26,15,30,35,42,60,16,,3,2,2,3,0,1,1,1,1,1,0,0,0,0.00,1,1000000.00,10,10000.00,287,500.00,782,200.00,19395,10.00,16008,10.00,125583,4.00,311014,2.00
9/22/2023,2023-09-22,10,13,14,57,66,3,"13,66",3,2,2,3,1,2,0,0,0,1,1,0,0,0.00,1,1000000.00,9,10000.00,252,500.00,804,200.00,18662,10.00,17555,10.00,137498,4.00,323732,2.00
9/19/2023,2023-09-19,6,9,13,29,66,24,"13,29",4,1,3,2,2,1,1,0,0,0,1,0,0,0.00,1,1000000.00,8,10000.00,302,500.00,776,200.00,21761,10.00,15222,10.00,109738,4.00,256394,2.00
9/15/2023,2023-09-15,5,13,29,50,53,25,,3,2,4,1,1,1,1,0,1,1,0,0,0,0.00,0,0.00,14,10000.00,304,500.00,672,200.00,17653,10.00,15081,10.00,113455,4.00,269200,2.00
9/12/2023,2023-09-12,2,14,21,42,67,18,,3,2,2,3,1,1,1,0,1,0,1,0,0,0.00,1,1000000.00,9,10000.00,245,500.00,664,200.00,16094,10.00,13293,10.00,102603,4.00,248938,2.00
9/8/2023,2023-09-08,3,12,17,51,62,1,"3,51",3,2,3,2,1,2,0,0,0,1,1,0,0,0.00,0,0.00,8,10000.00,271,500.00,667,200.00,17057,10.00,14166,10.00,103708,4.00,240690,2.00
9/5/2023,2023-09-05,3,43,50,51,65,13,43,1,4,4,1,1,0,0,0,2,1,1,0,0,0.00,0,0.00,8,10000.00,198,500.00,574,200.00,12835,10.00,12542,10.00,107123,4.00,266333,2.00
9/1/2023,2023-09-01,10,31,42,43,55,8,,2,3,3,2,1,0,0,1,2,1,0,0,0,0.00,0,0.00,9,10000.00,222,500.00,587,200.00,13795,10.00,12758,10.00,103176,4.00,252762,2.00
8/29/2023,2023-08-29,9,39,52,61,63,25,,1,4,4,1,1,0,0,1,0,1,2,0,0,0.00,0,0.00,13,10000.00,158,500.00,515,200.00,11883,10.00,10603,10.00,88069,4.00,221872,2.00
8/25/2023,2023-08-25,12,23,26,31,38,2,"12,26",4,1,2,3,0,1,2,2,0,0,0,0,0,0.00,1,1000000.00,5,10000.00,301,500.00,776,200.00,16800,10.00,13224,10.00,94643,4.00,215071,2.00
8/22/2023,2023-08-22,1,12,26,36,50,7,,3,2,1,4,1,1,1,1,1,0,0,0,0,0.00,1,1000000.00,15,10000.00,229,500.00,722,200.00,14545,10.00,15183,10.00,110464,4.00,253538,2.00
8/18/2023,2023-08-18,10,20,29,44,66,11,,3,2,1,4,1,1,1,0,1,0,1,0,0,0.00,0,0.00,9,10000.00,204,500.00,613,200.00,14082,10.00,14008,10.00,105213,4.00,250438,2.00
8/15/2023,2023-08-15,18,39,42,57,63,7,18,1,4,3,2,0,1,0,1,1,1,1,0,1,36000000.00,1,1000000.00,9,10000.00,224,500.00,539,200.00,13078,10.00,12500,10.00,106384,4.00,290251,2.00
8/11/2023,2023-08-11,8,9,18,35,41,18,,4,1,3,2,2,1,0,1,1,0,0,0,0,0.00,1,1000000.00,19,10000.00,276,500.00,812,200.00,19488,10.00,16245,10.00,115380,4.00,263677,2.00
8/8/2023,2023-08-08,13,19,20,32,33,14,,5,0,3,2,0,3,0,2,0,0,0,0,1,1580000000.00,5,1000000.00,138,10000.00,3742,500.00,9745,200.00,238479,10.00,203620,10.00,1566270,4.00,3741128,2.00
8/4/2023,2023-08-04,11,30,45,52,56,20,"30,45",2,3,2,3,0,1,1,0,1,2,0,0,0,0.00,7,1000000.00,104,10000.00,2691,500.00,7128,200.00,173634,10.00,149780,10.00,1167663,4.00,2840761,2.00
8/1/2023,2023-08-01,8,24,30,45,61,12,,3,2,2,3,1,0,2,0,1,0,1,0,0,0.00,6,1000000.00,107,10000.00,2422,500.00,6649,200.00,156129,10.00,142300,10.00,1087100,4.00,2600612,2.00
7/28/2023,2023-07-28,5,10,28,52,63,18,5,3,2,2,3,2,0,1,0,0,1,1,0,0,0.00,4,1000000.00,78,10000.00,1602,500.00,4352,200.00,107062,10.00,90793,10.00,696616,4.00,1670187,2.00
7/25/2023,2023-07-25,3,5,6,44,61,25,,3,2,3,2,3,0,0,0,1,0,1,0,0,0.00,1,1000000.00,47,10000.00,1245,500.00,3637,200.00,87266,10.00,75674,10.00,562248,4.00,1326957,2.00
7/21/2023,2023-07-21,29,40,47,50,57,25,,1,4,3,2,0,0,1,1,2,1,0,0,0,0.00,8,1000000.00,53,10000.00,1137,500.00,3121,200.00,75378,10.00,66851,10.00,530997,4.00,1348747,2.00
7/18/2023,2023-07-18,19,22,31,37,54,18,,3,2,3,2,0,1,1,2,0,1,0,0,0,0.00,7,1000000.00,38,10000.00,1212,500.00,3177,200.00,77911,10.00,65876,10.00,506617,4.00,1233865,2.00
7/14/2023,2023-07-14,10,24,48,51,66,15,"10,51",2,3,1,4,1,0,1,0,1,1,1,0,0,0.00,3,1000000.00,45,10000.00,855,500.00,2256,200.00,54062,10.00,47452,10.00,370417,4.00,905066,2.00
7/11/2023,2023-07-11,10,17,33,51,64,5,"10,17",3,2,3,2,1,1,0,1,0,1,1,0,0,0.00,3,1000000.00,45,10000.00,753,500.00,1959,200.00,48267,10.00,43777,10.00,340712,4.00,816458,2.00
7/7/2023,2023-07-07,8,10,17,55,66,3,,3,2,2,3,2,1,0,0,0,1,1,0,0,0.00,1,1000000.00,25,10000.00,535,500.00,1801,200.00,38048,10.00,34912,10.00,260180,4.00,605216,2.00
7/4/2023,2023-07-04,21,33,54,61,67,12,,2,3,4,1,0,0,1,1,0,1,2,0,0,0.00,1,1000000.00,21,10000.00,346,500.00,980,200.00,23134,10.00,21650,10.00,171236,4.00,436156,2.00
6/30/2023,2023-06-30,13,22,47,51,55,9,,2,3,4,1,0,1,1,0,1,2,0,0,0,0.00,1,1000000.00,18,10000.00,345,500.00,903,200.00,22212,10.00,20685,10.00,161803,4.00,400453,2.00
6/27/2023,2023-06-27,8,34,35,41,52,12,,3,2,2,3,1,0,0,2,1,1,0,0,0,0.00,0,0.00,17,10000.00,302,500.00,853,200.00,19805,10.00,18456,10.00,148694,4.00,364909,2.00
6/23/2023,2023-06-23,13,62,65,67,69,14,,1,4,4,1,0,1,0,0,0,0,4,0,0,0.00,1,1000000.00,9,10000.00,274,500.00,788,200.00,18484,10.00,16797,10.00,133571,4.00,352015,2.00
6/20/2023,2023-06-20,6,37,39,45,46,21,45,1,4,3,2,1,0,0,2,2,0,0,0,0,0.00,0,0.00,10,10000.00,285,500.00,710,200.00,18399,10.00,15884,10.00,126966,4.00,311965,2.00
6/16/2023,2023-06-16,4,24,34,45,57,19,,3,2,2,3,1,0,1,1,1,1,0,0,0,0.00,0,0.00,16,10000.00,270,500.00,735,200.00,18044,10.00,15083,10.00,118550,4.00,291171,2.00
6/13/2023,2023-06-13,8,10,19,44,47,4,19,3,2,2,3,2,1,0,0,2,0,0,0,0,0.00,0,0.00,17,10000.00,269,500.00,954,200.00,20693,10.00,18344,10.00,129010,4.00,286109,2.00
6/9/2023,2023-06-09,3,19,53,60,68,13,,2,3,3,2,1,1,0,0,0,2,1,0,0,0.00,1,1000000.00,10,10000.00,253,500.00,688,200.00,16719,10.00,16446,10.00,131139,4.00,314350,2.00
6/6/2023,2023-06-06,6,12,23,29,57,4,,4,1,3,2,1,1,2,0,0,1,0,0,0,0.00,3,1000000.00,12,10000.00,357,500.00,942,200.00,20098,10.00,16907,10.00,119339,4.00,273901,2.00
6/2/2023,2023-06-02,3,16,19,36,60,25,16,3,2,2,3,1,2,0,1,0,1,0,0,0,0.00,0,0.00,9,10000.00,250,500.00,749,200.00,17982,10.00,15393,10.00,115148,4.00,269177,2.00
5/30/2023,2023-05-30,13,16,40,64,68,21,64,2,3,1,4,0,2,0,1,0,0,2,0,0,0.00,0,0.00,5,10000.00,189,500.00,478,200.00,12759,10.00,11366,10.00,91383,4.00,227519,2.00
5/26/2023,2023-05-26,12,20,37,41,64,1,,2,3,2,3,0,2,0,1,1,0,1,0,0,0.00,0,0.00,12,10000.00,222,500.00,541,200.00,14555,10.00,12531,10.00,99944,4.00,243591,2.00
5/23/2023,2023-05-23,3,10,22,65,66,19,,3,2,2,3,2,0,1,0,0,0,2,0,0,0.00,0,0.00,6,10000.00,227,500.00,647,200.00,14738,10.00,12449,10.00,95512,4.00,226910,2.00
5/19/2023,2023-05-19,5,11,41,44,55,14,,2,3,4,1,1,1,0,0,2,1,0,0,0,0.00,0,0.00,15,10000.00,322,500.00,650,200.00,15986,10.00,13452,10.00,101298,4.00,240499,2.00
5/16/2023,2023-05-16,15,34,36,69,70,17,,2,3,2,3,0,1,0,2,0,0,2,0,0,0.00,0,0.00,7,10000.00,210,500.00,510,200.00,12060,10.00,10837,10.00,88156,4.00,228008,2.00
5/12/2023,2023-05-12,1,2,23,40,45,15,,3,2,3,2,2,0,1,1,1,0,0,0,0,0.00,1,1000000.00,3,10000.00,239,500.00,584,200.00,14473,10.00,12642,10.00,96646,4.00,223391,2.00
5/9/2023,2023-05-09,4,37,46,48,51,19,,1,4,2,3,1,0,0,1,2,1,0,0,0,0.00,1,1000000.00,7,10000.00,172,500.00,467,200.00,12035,10.00,10437,10.00,83007,4.00,203635,2.00
5/5/2023,2023-05-05,16,18,28,42,43,11,16,3,2,1,4,0,2,1,0,2,0,0,0,0,0.00,1,1000000.00,18,10000.00,195,500.00,598,200.00,13342,10.00,13115,10.00,100996,4.00,244315,2.00
5/2/2023,2023-05-02,3,15,16,32,41,9,,4,1,3,2,1,2,0,1,1,0,0,0,0,0.00,0,0.00,13,10000.00,191,500.00,628,200.00,13553,10.00,12700,10.00,93255,4.00,213609,2.00
4/28/2023,2023-04-28,18,38,53,62,64,20,,1,4,1,4,0,1,0,1,0,1,2,0,0,0.00,0,0.00,8,10000.00,149,500.00,450,200.00,11143,10.00,9351,10.00,74126,4.00,188609,2.00
4/25/2023,2023-04-25,8,29,46,47,48,12,"29,46",2,3,2,3,1,0,1,0,3,0,0,0,0,0.00,1,1000000.00,4,10000.00,193,500.00,489,200.00,11036,10.00,10342,10.00,81773,4.00,196060,2.00
4/21/2023,2023-04-21,3,21,29,46,63,9,,3,2,4,1,1,0,2,0,1,0,1,0,0,0.00,0,0.00,6,10000.00,169,500.00,532,200.00,12025,10.00,11491,10.00,87875,4.00,203569,2.00
4/18/2023,2023-04-18,7,9,15,19,25,4,,5,0,5,0,2,2,1,0,0,0,0,0,1,20000000.00,4,1000000.00,20,10000.00,522,500.00,1112,200.00,22619,10.00,15550,10.00,92182,4.00,193237,2.00
4/14/2023,2023-04-14,23,27,41,48,51,22,,2,3,4,1,0,0,2,0,2,1,0,0,1,476000000.00,2,1000000.00,17,10000.00,496,500.00,1242,200.00,31020,10.00,26045,10.00,206469,4.00,515071,2.00
4/11/2023,2023-04-11,31,35,53,54,55,24,,2,3,4,1,0,0,0,2,0,3,0,0,0,0.00,2,1000000.00,13,10000.00,483,500.00,1079,200.00,28115,10.00,23779,10.00,189178,4.00,480846,2.00
4/7/2023,2023-04-07,12,32,49,51,66,21,,2,3,2,3,0,1,0,1,1,1,1,0,0,0.00,1,1000000.00,13,10000.00,441,500.00,1153,200.00,26981,10.00,23682,10.00,189128,4.00,464892,2.00
4/4/2023,2023-04-04,1,37,45,62,64,4,,1,4,3,2,1,0,0,1,1,0,2,0,0,0.00,0,0.00,12,10000.00,354,500.00,1050,200.00,24065,10.00,21859,10.00,179053,4.00,461790,2.00
3/31/2023,2023-03-31,16,26,27,42,61,23,,3,2,2,3,0,1,2,0,1,0,1,0,0,0.00,1,1000000.00,11,10000.00,332,500.00,990,200.00,25728,10.00,22034,10.00,170039,4.00,418034,2.00
3/28/2023,2023-03-28,2,3,18,32,68,24,,4,1,1,4,2,1,0,1,0,0,1,0,0,0.00,1,1000000.00,17,10000.00,361,500.00,965,200.00,25746,10.00,21471,10.00,163557,4.00,381217,2.00
3/24/2023,2023-03-24,14,17,33,42,66,15,,3,2,2,3,0,2,0,1,1,0,1,0,0,0.00,2,1000000.00,17,10000.00,367,500.00,944,200.00,24075,10.00,21075,10.00,164279,4.00,401383,2.00
3/21/2023,2023-03-21,1,21,25,27,40,11,,4,1,4,1,1,0,3,1,0,0,0,0,0,0.00,0,0.00,19,10000.00,389,500.00,1173,200.00,24566,10.00,23237,10.00,170479,4.00,390559,2.00
3/17/2023,2023-03-17,26,28,29,39,49,25,,3,2,3,2,0,0,3,1,1,0,0,0,0,0.00,1,1000000.00,20,10000.00,342,500.00,967,200.00,22701,10.00,19195,10.00,149534,4.00,370310,2.00
3/14/2023,2023-03-14,1,7,23,38,55,2,,3,2,4,1,2,0,1,1,0,1,0,0,0,0.00,3,1000000.00,15,10000.00,344,500.00,879,200.00,23236,10.00,19236,10.00,143511,4.00,333402,2.00
3/10/2023,2023-03-10,9,20,59,60,63,5,,2,3,3,2,1,1,0,0,0,2,1,0,0,0.00,0,0.00,9,10000.00,354,500.00,826,200.00,20046,10.00,18157,10.00,148311,4.00,369820,2.00
3/7/2023,2023-03-07,15,22,25,28,69,21,25,4,1,3,2,0,1,3,0,0,0,1,0,0,0.00,1,1000000.00,13,10000.00,306,500.00,737,200.00,19837,10.00,15572,10.00,122856,4.00,298424,2.00
3/3/2023,2023-03-03,8,25,36,39,67,11,,2,3,3,2,1,0,1,2,0,0,1,0,0,0.00,0,0.00,11,10000.00,272,500.00,796,200.00,17776,10.00,17117,10.00,135321,4.00,329490,2.00
2/28/2023,2023-02-28,14,16,40,52,59,13,,2,3,1,4,0,2,0,1,0,2,0,0,0,0.00,1,1000000.00,10,10000.00,242,500.00,688,200.00,15573,10.00,14913,10.00,122194,4.00,312290,2.00
2/24/2023,2023-02-24,2,22,49,65,67,7,2,2,3,3,2,1,0,1,0,1,0,2,0,0,0.00,0,0.00,11,10000.00,218,500.00,673,200.00,15479,10.00,15977,10.00,129924,4.00,327160,2.00
2/21/2023,2023-02-21,2,15,30,36,63,24,2,3,2,2,3,1,1,1,1,0,0,1,0,0,0.00,0,0.00,8,10000.00,243,500.00,623,200.00,16433,10.00,14172,10.00,108918,4.00,260577,2.00
2/17/2023,2023-02-17,2,33,38,57,70,13,,2,3,2,3,1,0,0,2,0,1,1,0,0,0.00,0,0.00,9,10000.00,227,500.00,550,200.00,13581,10.00,13260,10.00,112744,4.00,286385,2.00
2/14/2023,2023-02-14,23,24,35,40,43,1,,3,2,3,2,0,0,2,2,1,0,0,0,0,0.00,0,0.00,6,10000.00,205,500.00,577,200.00,14236,10.00,11741,10.00,94576,4.00,233203,2.00
2/10/2023,2023-02-10,20,29,30,52,58,19,,3,2,1,4,0,1,2,0,0,2,0,0,0,0.00,1,1000000.00,5,10000.00,188,500.00,560,200.00,14257,10.00,12143,10.00,97409,4.00,240195,2.00
2/7/2023,2023-02-07,9,15,46,55,57,4,,2,3,4,1,1,1,0,0,1,2,0,0,0,0.00,2,1000000.00,11,10000.00,206,500.00,595,200.00,13865,10.00,13169,10.00,105861,4.00,260512,2.00
2/3/2023,2023-02-03,1,4,50,54,59,17,,2,3,2,3,2,0,0,0,1,2,0,0,0,0.00,0,0.00,8,10000.00,194,500.00,498,200.00,13407,10.00,12029,10.00,95289,4.00,234487,2.00
1/31/2023,2023-01-31,7,9,18,29,39,13,,4,1,4,1,2,1,1,1,0,0,0,0,1,31000000.00,0,0.00,19,10000.00,356,500.00,1038,200.00,20084,10.00,17592,10.00,114628,4.00,242636,2.00
1/27/2023,2023-01-27,4,43,46,47,61,22,47,1,4,3,2,1,0,0,0,3,0,1,0,0,0.00,0,0.00,12,10000.00,183,500.00,527,200.00,12843,10.00,11424,10.00,90776,4.00,227164,2.00
1/24/2023,2023-01-24,33,41,47,50,62,20,,1,4,3,2,0,0,0,1,3,0,1,0,1,31000000.00,2,1000000.00,9,10000.00,183,500.00,540,200.00,12932,10.00,10979,10.00,86355,4.00,224064,2.00
1/20/2023,2023-01-20,20,29,31,64,66,17,,3,2,2,3,0,1,1,1,0,0,2,0,0,0.00,0,0.00,14,10000.00,184,500.00,571,200.00,13030,10.00,12245,10.00,95581,4.00,239160,2.00
1/17/2023,2023-01-17,2,12,18,24,39,18,,4,1,1,4,1,2,1,1,0,0,0,0,1,20000000.00,0,0.00,16,10000.00,366,500.00,900,200.00,22767,10.00,15771,10.00,110061,4.00,253269,2.00
1/13/2023,2023-01-13,30,43,45,46,61,14,,1,4,3,2,0,0,1,0,3,0,1,0,1,1350000000.00,14,1000000.00,137,10000.00,3277,500.00,9276,200.00,220826,10.00,194905,10.00,1541628,4.00,3853148,2.00
1/10/2023,2023-01-10,7,13,14,15,18,9,,5,0,3,2,1,4,0,0,0,0,0,0,0,0.00,13,1000000.00,174,10000.00,4114,500.00,9809,200.00,233276,10.00,192182,10.00,1399987,4.00,3232039,2.00
1/6/2023,2023-01-06,3,20,46,59,63,13,,2,3,3,2,1,1,0,0,1,1,1,0,0,0.00,5,1000000.00,100,10000.00,2106,500.00,5898,200.00,133967,10.00,122803,10.00,975306,4.00,2377707,2.00
1/3/2023,2023-01-03,25,29,33,41,44,18,44,3,2,4,1,0,0,2,1,2,0,0,0,0,0.00,3,1000000.00,56,10000.00,1492,500.00,4066,200.00,96303,10.00,82358,10.00,640702,4.00,1569056,2.00
12/30/2022,2022-12-30,1,3,6,44,51,7,,3,2,3,2,3,0,0,0,1,1,0,0,0,0.00,1,1000000.00,66,10000.00,1263,500.00,4191,200.00,89979,10.00,84485,10.00,618467,4.00,1470199,2.00
12/27/2022,2022-12-27,9,13,36,59,61,11,,2,3,4,1,1,1,0,1,0,1,1,0,0,0.00,5,1000000.00,41,10000.00,854,500.00,2596,200.00,58278,10.00,53448,10.00,428410,4.00,1046621,2.00
12/23/2022,2022-12-23,15,21,32,38,62,8,,3,2,2,3,0,1,1,2,0,0,1,0,0,0.00,2,1000000.00,27,10000.00,655,500.00,1678,200.00,39546,10.00,35742,10.00,282029,4.00,689252,2.00
12/20/2022,2022-12-20,3,4,33,36,52,17,,3,2,2,3,2,0,0,2,0,1,0,0,0,0.00,4,1000000.00,18,10000.00,462,500.00,1268,200.00,31948,10.00,27364,10.00,208845,4.00,496621,2.00
12/16/2022,2022-12-16,8,35,40,53,56,11,,2,3,2,3,1,0,0,2,0,2,0,0,0,0.00,1,1000000.00,18,10000.00,410,500.00,1202,200.00,26780,10.00,25103,10.00,202778,4.00,507328,2.00
12/13/2022,2022-12-13,14,22,48,58,68,6,,2,3,0,5,0,1,1,0,1,1,1,0,0,0.00,0,0.00,18,10000.00,408,500.00,1068,200.00,26277,10.00,23500,10.00,187013,4.00,469599,2.00
12/9/2022,2022-12-09,8,19,53,61,69,19,19,2,3,4,1,1,1,0,0,0,1,2,0,0,0.00,2,1000000.00,17,10000.00,513,500.00,969,200.00,25337,10.00,21416,10.00,167702,4.00,404429,2.00
12/6/2022,2022-12-06,15,16,19,28,47,13,,4,1,3,2,0,3,1,0,1,0,0,0,0,0.00,1,1000000.00,17,10000.00,422,500.00,1268,200.00,27792,10.00,25152,10.00,187776,4.00,440251,2.00
12/2/2022,2022-12-02,1,21,36,46,52,16,"46,52",2,3,2,3,1,0,1,1,1,1,0,0,0,0.00,0,0.00,22,10000.00,320,500.00,912,200.00,23968,10.00,20375,10.00,161374,4.00,392031,2.00
11/29/2022,2022-11-29,20,23,37,46,52,6,46,2,3,2,3,0,1,1,1,1,1,0,0,0,0.00,0,0.00,11,10000.00,371,500.00,969,200.00,23154,10.00,20421,10.00,160995,4.00,395142,2.00
11/25/2022,2022-11-25,29,31,46,54,67,18,,2,3,3,2,0,0,1,1,1,1,1,0,0,0.00,1,1000000.00,11,10000.00,305,500.00,795,200.00,19177,10.00,17102,10.00,134269,4.00,333209,2.00
11/22/2022,2022-11-22,13,23,24,25,43,2,,4,1,4,1,0,1,3,0,1,0,0,0,0,0.00,1,1000000.00,13,10000.00,461,500.00,1139,200.00,25176,10.00,20246,10.00,153075,4.00,364993,2.00
11/18/2022,2022-11-18,2,14,16,38,66,9,,3,2,0,5,1,2,0,1,0,0,1,0,0,0.00,1,1000000.00,14,10000.00,321,500.00,939,200.00,22181,10.00,20285,10.00,157995,4.00,380949,2.00
11/15/2022,2022-11-15,6,19,28,46,61,18,,3,2,2,3,1,1,1,0,1,0,1,0,0,0.00,2,1000000.00,11,10000.00,336,500.00,892,200.00,22708,10.00,18919,10.00,141821,4.00,340970,2.00
11/11/2022,2022-11-11,1,5,17,37,70,22,5,3,2,4,1,2,1,0,1,0,0,1,0,0,0.00,0,0.00,15,10000.00,322,500.00,1002,200.00,23697,10.00,20375,10.00,151326,4.00,359691,2.00
11/8/2022,2022-11-08,5,13,29,38,59,23,59,3,2,4,1,1,1,1,1,0,1,0,0,0,0.00,3,1000000.00,27,10000.00,555,500.00,1317,200.00,33474,10.00,28311,10.00,217410,4.00,521094,2.00
11/4/2022,2022-11-04,2,20,47,55,59,19,,2,3,3,2,1,1,0,0,1,2,0,0,0,0.00,2,1000000.00,14,10000.00,387,500.00,1064,200.00,25618,10.00,22819,10.00,181392,4.00,442364,2.00
11/1/2022,2022-11-01,5,9,15,16,17,25,,5,0,4,1,2,3,0,0,0,0,0,0,0,0.00,6,1000000.00,34,10000.00,702,500.00,1616,200.00,33758,10.00,24957,10.00,158752,4.00,354974,2.00
10/28/2022,2022-10-28,4,18,31,53,69,7,,3,2,3,2,1,1,0,1,0,1,1,0,0,0.00,1,1000000.00,14,10000.00,279,500.00,842,200.00,17472,10.00,17532,10.00,136360,4.00,328892,2.00
10/25/2022,2022-10-25,21,30,35,45,66,21,45,3,2,3,2,0,0,2,1,1,0,1,0,0,0.00,0,0.00,14,10000.00,198,500.00,554,200.00,13375,10.00,11549,10.00,91054,4.00,226815,2.00
10/21/2022,2022-10-21,34,36,43,45,68,22,,1,4,2,3,0,0,0,2,2,0,1,0,0,0.00,0,0.00,5,10000.00,160,500.00,459,200.00,11066,10.00,9802,10.00,78925,4.00,212174,2.00
10/18/2022,2022-10-18,1,15,20,44,67,23,44,3,2,3,2,1,2,0,0,1,0,1,0,0,0.00,1,1000000.00,6,10000.00,188,500.00,501,200.00,12305,10.00,9790,10.00,79041,4.00,190869,2.00
10/14/2022,2022-10-14,9,22,26,41,44,19,,3,2,2,3,1,0,2,0,2,0,0,0,2,247000000.00,2,1000000.00,18,10000.00,577,500.00,1457,200.00,37315,10.00,30964,10.00,232070,4.00,551529,2.00
10/11/2022,2022-10-11,3,7,11,13,38,1,11,4,1,4,1,2,2,0,1,0,0,0,0,0,0.00,0,0.00,48,10000.00,1336,500.00,1855,200.00,49648,10.00,29720,10.00,200215,4.00,456909,2.00
10/7/2022,2022-10-07,6,11,29,36,55,21,,3,2,3,2,1,1,1,1,0,1,0,0,0,0.00,1,1000000.00,13,10000.00,427,500.00,1190,200.00,29339,10.00,23736,10.00,179840,4.00,425804,2.00
10/4/2022,2022-10-04,15,18,25,33,38,25,,4,1,3,2,0,2,1,2,0,0,0,0,0,0.00,2,1000000.00,14,10000.00,381,500.00,1036,200.00,25364,10.00,21136,10.00,156983,4.00,374585,2.00
9/30/2022,2022-09-30,16,26,37,40,51,6,51,2,3,2,3,0,1,1,2,0,1,0,0,0,0.00,0,0.00,18,10000.00,376,500.00,969,200.00,22647,10.00,20460,10.00,158436,4.00,389689,2.00
9/27/2022,2022-09-27,8,14,24,43,51,9,,3,2,2,3,1,1,1,0,1,1,0,0,0,0.00,0,0.00,9,10000.00,324,500.00,966,200.00,22429,10.00,20865,10.00,157465,4.00,376612,2.00
9/23/2022,2022-09-23,5,50,53,58,64,22,,1,4,2,3,1,0,0,0,1,2,1,0,0,0.00,0,0.00,14,10000.00,264,500.00,805,200.00,19698,10.00,17377,10.00,140477,4.00,351665,2.00
9/20/2022,2022-09-20,9,21,28,30,52,10,30,4,1,2,3,1,0,3,0,0,1,0,0,0,0.00,2,1000000.00,11,10000.00,369,500.00,987,200.00,22274,10.00,19612,10.00,141549,4.00,323955,2.00
9/16/2022,2022-09-16,15,30,35,38,66,12,38,3,2,2,3,0,1,1,2,0,0,1,0,0,0.00,1,1000000.00,18,10000.00,301,500.00,753,200.00,18385,10.00,17054,10.00,137374,4.00,344381,2.00
9/13/2022,2022-09-13,14,25,38,59,64,21,,2,3,2,3,0,1,1,1,0,1,1,0,0,0.00,1,1000000.00,11,10000.00,267,500.00,733,200.00,17109,10.00,14690,10.00,116754,4.00,290522,2.00
9/9/2022,2022-09-09,16,21,54,55,69,22,,2,3,3,2,0,1,1,0,0,2,1,0,0,0.00,1,1000000.00,3,10000.00,240,500.00,736,200.00,16445,10.00,14897,10.00,117071,4.00,295743,2.00
9/6/2022,2022-09-06,6,17,46,59,68,2,,2,3,2,3,1,1,0,0,1,1,1,0,0,0.00,1,1000000.00,9,10000.00,223,500.00,589,200.00,14938,10.00,13067,10.00,105658,4.00,259964,2.00
9/2/2022,2022-09-02,39,40,52,60,67,20,,0,5,2,3,0,0,0,2,0,2,1,0,0,0.00,0,0.00,11,10000.00,255,500.00,574,200.00,15597,10.00,13411,10.00,105841,4.00,272429,2.00
8/30/2022,2022-08-30,2,38,55,57,65,17,38,1,4,3,2,1,0,0,1,0,2,1,0,0,0.00,1,1000000.00,13,10000.00,206,500.00,554,200.00,14747,10.00,12918,10.00,105635,4.00,268531,2.00
8/26/2022,2022-08-26,6,27,30,38,64,23,,3,2,1,4,1,0,2,1,0,0,1,0,0,0.00,0,0.00,10,10000.00,223,500.00,640,200.00,16746,10.00,13753,10.00,107505,4.00,258983,2.00
8/23/2022,2022-08-23,3,5,47,48,67,7,,2,3,4,1,2,0,0,0,2,0,1,0,0,0.00,1,1000000.00,11,10000.00,239,500.00,711,200.00,15249,10.00,16989,10.00,130406,4.00,302385,2.00
8/19/2022,2022-08-19,12,18,24,46,65,3,,3,2,1,4,0,2,1,0,1,0,1,0,0,0.00,1,1000000.00,11,10000.00,228,500.00,761,200.00,17077,10.00,15600,10.00,118358,4.00,277883,2.00
8/16/2022,2022-08-16,33,35,41,45,51,1,,2,3,5,0,0,0,0,2,2,1,0,0,0,0.00,1,1000000.00,6,10000.00,233,500.00,530,200.00,13759,10.00,11429,10.00,90982,4.00,239390,2.00
